Painting ID,Location,Location Type,Rack,Artist,Title,Height,Width,Depth,Dimension
2011.18.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48A",Screen, 48A,"Burk Uzzle
Born in Raleigh, North Carolina, 1938","Black Barn, North Carolina, 2007",40.0,50.0,,"40 x 50 inches (101.6 x 127 cm)
Frame: 41 7/8 x 52 x 2 inches (106.4 x 132.1 x 5.1 cm)"
2011.19.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 29A",Screen, 29A,Fred Fang Yu Wang,"Luan Baby Phoenix, 1995",75.98,24.88,,76 x 24 7/8 inches (193 x 63.2 cm)
2011.19.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 29A",Screen, 29A,Fred Fang Yu Wang,"Bird Cry, n.d.",85.51,29.37,,85 1/2 x 29 3/8 inches (217.2 x 74.6 cm)
2011.19.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 29A",Screen, 29A,Fred Fang Yu Wang,"Thunder and Rain, n.d.",66.73,21.26,,66 3/4 x 21 1/4 inches (169.5 x 54 cm)
2011.19.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 29A",Screen, 29A,Fred Fang Yu Wang,"Good Fortune, n.d.",49.49,21.5,,49 1/2 x 21 1/2 inches (125.7 x 54.6 cm)
2011.19.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 29A",Screen, 29A,Fred Fang Yu Wang,"Du Hu, n.d.",53.5,21.5,,53 1/2 x 21 1/2 inches (135.9 x 54.6 cm)
2011.21.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 42A",Screen, 42A,Bruce W. Talamon,"David Hammons, La Salle Studio, 1977",19.13,12.99,,"Image: 19 1/8 x 13 inches (48.6 x 33 cm)
Sheet: 16 x 20 inches (40.6 x 50.8 cm)
Mat: 16 x 20 inches (40.6 x 50.8 cm)
Frame: 20 x 25 1/2 x 7/8 inches (50.8 x 64.8 x 2.2 cm)"
2011.22.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47A",Screen, 47A,"Vik Muniz
Born in São Paul, Brazil, 1961","Apollo and Diana, after Lucas Cranach (Pictures of Junk), 2006",50.98,40.0,,51 x 40 inches (129.5 x 101.6 cm)
2011.23.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 38A",Screen, 38A,"Kerry James Marshall
Born in Birmingham, Alabama, 1955","Portrait of the Artist & a Vacuum, 1981",62.52,52.36,2.01,Frame: 62 1/2 × 52 3/8 × 2 inches (158.8 × 133 × 5.1 cm)
2012.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Burk Uzzle
Born in Raleigh, North Carolina, 1938","Sex Pit, Alabama, 2006 (printed 2011)",40.0,50.0,,"Image: 40 x 50 inches (101.6 x 127 cm)
Sheet: 40 3/8 x 50 3/8 inches (102.6 x 128 cm)
Frame: 41 7/8 x 52 x 2 inches (106.4 x 132.1 x 5.1 cm)"
2012.2.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 42B",Screen, 42B,"Anderson Johnson, American, 1915 - 1998","Untitled (Self-Portrait), c. 1984–1991",20.24,17.87,,"Image/sheet (irregular): 20 1/4 x 17 7/8 inches (51.4 x 45.4 cm)
Height of sheet including hanging ribbon: 23 5/8 inches (60 cm)
Frame: 35 1/2 x 27 1/2 x 1 inches (90.2 x 69.9 x 2.5 cm)"
2012.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,Glenn Ligon,"Study for Negro Sunshine II #11, 2011",10.08,8.07,,"Image/sheet: 10 1/16 x 8 1/16 inches (25.6 x 20.5 cm)
Mount: 11 1/2 x 9 1/2 inches (29.2 x 24.1 cm)
Frame: 12 x 10 x 3 1/4 inches (30.5 x 25.4 x 8.3 cm)"
2012.4.1,"Nasher Museum Building, Nasher Painting Storage Room",,,"Radcliffe Bailey
Born in Bridgeton, New Jersey, 1968","Levitate, 2012",120.0,114.02,5.98,120 x 114 x 6 inches (304.8 x 289.6 x 15.2 cm)
2012.5.1,"Nasher Museum Building, Nasher Painting Storage Room",,,"Cy Twombly, Poem by Robert Edward Duncan, Published by Nicola Cernovich, Printed by Black Mountain Graphics Workshop","The Song of the Border-Guard, 1952",12.99,10.0,,"Cover (closed): 13 x 10 inches (33 x 25.4 cm)
Cover (open): 13 x 20 inches (33 x 50.8 cm)
Inner sheet (open): 20 1/2 x 12 1/2 inches (52.1 x 31.8 cm)"
2012.8.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 07A",Screen, 07A,Fahamu Pecou,"Nunna My Heros: After Barkley Hendricks’ 'Icon for My Man Superman,' 1969, 2011",62.99,49.49,,63 x 49 1/2 inches (160 x 125.7 cm)
2012.10.1,"Nasher Museum Building, Nasher Painting Storage Room",,,"Nicola Cernovich
Born in 1929 

Poem by Charles Olson
Born in Worcester, Massachusetts, 1910-1970

Printed by Black Mountain Graphics Workshop","Broadside No. 1 (containing the poem: ""This""), 1951 (distributed 1952)",12.01,9.02,,".A - Print folded closed: 12 x 9 inches (30.5 x 22.9 cm)
.A - Print unfolded: 24 x 18 inches (61 x 45.7 cm)
.B - Original shipping envelope: 13 x 10 inches (33 x 25.4 cm)"
2012.12.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 50A",Screen, 50A,Stacy Lynn Waddell,"Awful Conflagration of the Steam Ship Lexington (after Nathaniel Currier), 1840/2011, 2011",22.01,29.76,,"Image/sheet: 22 x 29 3/4 inches (55.9 x 75.6 cm)
Frame: 25 7/16 x 33 5/16 x 1 1/4 inches (64.6 x 84.6 x 3.2 cm)"
2012.13.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47B",Screen, 47B,"Tai Xiangzhou
Born in Yinchuan, China, 1968","Wintry Forest, 2009",16.61,54.8,,"Image: 16 5/8 x 54 13/16 inches (42.2 x 139.2 cm)
Mount (silk border): 22 3/4 x 68 inches (57.8 x 172.7 cm)
Frame: 27 3/4 x 73 3/8 x 1 3/4 inches (70.5 x 186.4 x 4.4 cm)"
2012.14.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46A",Screen, 46A,"Zanele Muholi
Born in Durban, South Africa, 1972","Katlego Mashiloane and Nosipho Lavuta, Ext. 2, Lakeside, Johannesburg, 2007",30.2,30.12,,"Image: 30 3/16 x 30 1/8 inches (76.7 x 76.5 cm)
Sheet: 34 x 34 inches (86.4 x 86.4 cm)
Mat: 48 1/8 x 36 inches (122.2 x 91.4 cm)"
2012.15.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52B",Screen, 52B,"Burk Uzzle
Born in Raleigh, North Carolina, 1938","Acid Park, 2009",60.12,75.39,,60 1/8 x 75 3/8 inches (152.7 x 191.5 cm)
2012.16.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 13B",Screen, 13B,"Pinaree Sanpitak
Born in Bangkok, Thailand, 1961","Cloud Garden, 2008",77.99,98.5,,78 x 98 1/2 inches (198.1 x 250.2 cm)
2012.16.2,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 14",Wall Screen, 14,"Pinaree Sanpitak
Born in Bangkok, Thailand, 1961","The Mirror, 2009",7.01,75.98,37.52,7 x 76 x 37 1/2 inches (17.8 x 193 x 95.3 cm)
2012.17.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 41B",Screen, 41B,,"now's the time (amauta), 2009",50.63,31.61,,50 5/8 × 31 5/8 inches (128.6 × 80.3 cm) (sheet)
2012.18.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Mark Bradford
Born in Los Angeles, California, 1961","Untitled, 2012",3.74,5.67,,"Plate (Inner plate): 3 3/4 x 5 11/16 inches (9.5 x 14.4 cm)
Image / sheet: 20 x 16 inches (50.8 x 40.6 cm)
Frame: 21 1/4 x 17 5/16 x 7/16 inches (54 x 44 x 1.1 cm)"
2012.18.1.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Mark Bradford
Born in Los Angeles, California, 1961","Untitled, 2012",3.74,5.67,,"Plate (Inner plate): 3 3/4 x 5 11/16 inches (9.5 x 14.4 cm)
Image / sheet: 20 x 16 inches (50.8 x 40.6 cm)
Frame: 21 1/4 x 17 5/16 x 7/16 inches (54 x 44 x 1.1 cm)"
2012.18.1.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Mark Bradford
Born in Los Angeles, California, 1961","Untitled, 2012",20.0,15.98,,Image / sheet: 20 x 16 inches (50.8 x 40.6 cm)
2012.18.1.C,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Mark Bradford
Born in Los Angeles, California, 1961","Untitled, 2012",20.0,15.98,,Image / sheet: 20 x 16 inches (50.8 x 40.6 cm)
2012.18.1.D,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Mark Bradford
Born in Los Angeles, California, 1961","Untitled, 2012",20.0,15.98,,Image / sheet: 20 x 16 inches (50.8 x 40.6 cm)
2012.18.1.E,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Mark Bradford
Born in Los Angeles, California, 1961","Untitled, 2012",20.0,15.98,,Image / sheet: 20 x 16 inches (50.8 x 40.6 cm)
2012.18.1.F,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Mark Bradford
Born in Los Angeles, California, 1961","Untitled, 2012",20.0,15.98,,Image / sheet: 20 x 16 inches (50.8 x 40.6 cm)
2012.19.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 41A",Screen, 41A,"MJ Sharp
Born in Knoxville, Tennessee, 1960","Outside Amarillo, 2006 (printed 2012)",50.0,40.0,,50 x 40 inches (127 x 101.6 cm)
2012.20.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,,"Mama, 2011",72.36,60.0,,72 3/8 x 60 inches (183.8 x 152.4 cm)
2012.21.1,"Nasher Museum Building, Nasher Painting Storage Room",,,"Burk Uzzle
Born in Raleigh, North Carolina, 1938","Martin Luther King, 1968",13.74,9.25,,"Image/trimmed sheet: 13 3/4 x 9 1/4 inches (34.9 x 23.5 cm)
Mount:
Frame: 21 7/8 x 16 1/8 x 1 1/4 inches (55.6 x 41 x 3.2 cm)"
2012.22.1,"Nasher Museum Building, Nasher Painting Storage Room",,,"Irwin Kremen
Born in Chicago, Illinois, 1925","Wherever, 1967–68",4.45,5.08,,"4 7/16 x 5 1/16 inches (11.3 x 12.9 cm)
Frame: 12 3/4 x 12 3/4 x 1 inches (32.4 x 32.4 x 2.5 cm)"
2013.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012",,,,dimensions variable
2013.1.1.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012",18.11,14.02,,"Image: 18 1/8 × 14 inches (46 × 35.6 cm)
Sheet: 16 1/8 × 12 3/16 inches (41 × 31 cm)
Frame: 22 3/4 × 18 3/4 × 1 1/2 inches (57.8 × 47.6 × 3.8 cm)"
2013.1.1.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012",17.36,12.2,,"Image: 17 3/8 × 12 3/16 inches (44.1 × 31 cm)
Sheet: 16 1/8 × 12 3/16 inches (41 × 31 cm)
Frame: 22 1/2 × 18 3/4 × 1 1/2 inches (57.2 × 47.6 × 3.8 cm)"
2013.1.1.C,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012",20.63,15.12,,"Image: 20 5/8 × 15 1/8 inches (52.4 × 38.4 cm)
Sheet: 20 × 14 1/4 inches (50.8 × 36.2 cm)
Frame: 26 1/2 × 20 3/4 × 1 1/2 inches (67.3 × 52.7 × 3.8 cm)"
2013.1.1.D,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012",17.2,12.24,,"Image: 17 3/16 × 12 1/4 inches (43.7 × 31.1 cm)
Sheet: 16 × 12 1/8 inches (40.6 × 30.8 cm)
Frame: 22 3/4 × 18 3/4 × 1 1/2 inches (57.8 × 47.6 × 3.8 cm)"
2013.1.1.E,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012",18.62,13.11,,"Image: 18 5/8 × 13 1/8 inches (47.3 × 33.3 cm)
Sheet: 16 1/4 × 12 3/16 inches (41.3 × 31 cm)
Frame: 22 3/4 × 18 3/4 × 1 1/2 inches (57.8 × 47.6 × 3.8 cm)"
2013.1.1.F,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012",16.18,13.5,,"Image: 16 3/16 × 13 1/2 inches (41.1 × 34.3 cm)
Sheet: 16 × 12 1/8 inches (40.6 × 30.8 cm)
Frame: 22 3/4 × 18 3/4 × 1 1/2 inches (57.8 × 47.6 × 3.8 cm)"
2013.1.1.G,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012",17.76,13.11,,"Image: 17 3/4 × 13 1/8 inches (45.1 × 33.3 cm)
Sheet: 16 1/4 × 12 1/8 inches (41.3 × 30.8 cm)
Frame: 22 3/4 × 18 3/4 × 1 1/2 inches (57.8 × 47.6 × 3.8 cm)"
2013.1.1.H,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012",15.24,10.08,,"Image: 15 1/4 × 10 1/16 inches (38.7 × 25.6 cm)
Sheet: 14 1/8 × 9 15/16 inches (35.9 × 25.2 cm)
Frame: 19 1/4 × 15 × 1 1/2 inches (48.9 × 38.1 × 3.8 cm)"
2013.1.1.I,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012",14.13,10.75,,"Image: 14 1/8 × 10 3/4 inches (35.9 × 27.3 cm)
Sheet: 14 1/8 × 10 3/16 inches (35.9 × 25.9 cm)
Frame: 19 1/4 × 15 1/4 × 1 1/2 inches (48.9 × 38.7 × 3.8 cm)"
2013.1.1.J,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012",16.14,10.0,,"Image: 16 1/8 × 10 inches (41 × 25.4 cm)
Sheet: 14 1/8 × 10 inches (35.9 × 25.4 cm)
Frame: 19 1/4 × 15 × 1 1/2 inches (48.9 × 38.1 × 3.8 cm)"
2013.1.1.K,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012",14.13,10.2,,"Image: 14 1/8 × 10 3/16 inches (35.9 × 25.9 cm)
Sheet: 14 1/8 × 10 3/16 inches (35.9 × 25.9 cm)
Frame: 19 1/4 × 15 1/4 × 1 1/2 inches (48.9 × 38.7 × 3.8 cm)"
2013.1.1.L,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012",18.31,12.2,,"Image: 18 5/16 × 12 3/16 inches (46.5 × 31 cm)
Sheet: 16 × 12 3/16 inches (40.6 × 31 cm)
Frame: 1 1/2 inches (3.8 cm)"
2013.1.1.M,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012",14.25,10.98,,"Image: 14 1/4 × 11 inches (36.2 × 27.9 cm)
Sheet: 14 × 10 1/4 inches (35.6 × 26 cm)
Frame: 19 1/4 × 15 1/4 × 1 1/2 inches (48.9 × 38.7 × 3.8 cm)"
2013.2.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46A",Screen, 46A,"Mario Giacomelli
Born in Ancona, Italy, 1925-2000","Untitled (Landscape) from the series Paesaggi, 1964–1974",17.99,21.5,,Frame: 18 x 21 1/2 inches (45.7 x 54.6 cm)
2013.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 22B",Screen, 22B,,"Portrait of an Artist, 18th century",29.13,24.49,,"29 1/8 x 24 1/2 inches (74 x 62.2 cm)
Stretcher / canvas relining: 30 1/16 x 24 7/8 inches (76.4 x 63.2 cm)
Frame: 37 1/2 x 32 5/8 x 3 1/2 inches (95.3 x 82.9 x 8.9 cm)"
2013.6.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 50A",Screen, 50A,"LaToya Ruby Frazier
Born in Braddock, Pennsylvania, 1982","Self Portrait In Gramps' Bedroom (227 Holland Avenue) from the series Notion of Family, 2009 (printed 2013)",20.0,24.02,,"Image: 20 × 24 inches (50.8 × 61 cm)
Mount: 24 × 28 inches (61 × 71.1 cm)"
2013.7.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 41A",Screen, 41A,,"Untitled, Pinhole 1, 2005",30.0,40.0,,"30 x 40 inches (76.2 x 101.6 cm)
Frame: 30 7/8 x 40 7/8 x 1 15/16 inches (78.4 x 103.8 x 4.9 cm)"
2013.8.1,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 24",Wall Screen, 24,Mel Kendrick,"Large Poplar, 1984",89.49,25.98,20.0,"89 1/2 x 26 x 20 inches (227.3 x 66 x 50.8 cm)
.A: Sculpture: 69 x 26 x 18 inches (175.3 x 66 x 45.7 cm)
.B: Base: 20 1/2 x 18 5/8 x 18 3/8 inches (52.1 x 47.3 x 46.7 cm)"
2013.9.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43A",Screen, 43A,"Andy Warhol
Born in Pittsburgh, Pennsylvania, 1928-1987","Jacqueline Kennedy I (Jackie I), 1966",20.75,17.13,,"Image: 20 3/4 × 17 1/8 inches (52.7 × 43.5 cm)
Sheet: 24 × 20 inches (61 × 50.8 cm)
Frame: 29 7/8 × 26 3/16 × 1 3/4 inches (75.9 × 66.5 × 4.4 cm)"
2013.9.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43A",Screen, 43A,"Andy Warhol
Born in Pittsburgh, Pennsylvania, 1928-1987","Marilyn Monroe, 1967",35.98,36.06,,Image/sheet: 36 × 36 1/16 inches (91.4 × 91.6 cm)
2013.9.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43B",Screen, 43B,"Andy Warhol
Born in Pittsburgh, Pennsylvania, 1928-1987","Campbell’s Soup I (Tomato), 1968",31.93,18.74,,"Image: 31 15/16 × 18 3/4 inches (81.1 × 47.6 cm)
Sheet: 35 1/16 × 23 3/16 inches (89.1 × 58.9 cm)"
2013.9.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 45A",Screen, 45A,"Andy Warhol
Born in Pittsburgh, Pennsylvania, 1928-1987","Ladies and Gentlemen, 1975",33.62,25.98,,"Image: 33 5/8 × 26 inches (85.4 × 66 cm)
Sheet: 43 7/8 × 29 inches (111.4 × 73.7 cm)"
2013.9.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 45A",Screen, 45A,"Andy Warhol
Born in Pittsburgh, Pennsylvania, 1928-1987","Muhammad Ali, 1978",40.08,30.12,,Image/sheet: 40 1/16 × 30 1/8 inches (101.8 × 76.5 cm)
2013.9.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 45A",Screen, 45A,"Andy Warhol
Born in Pittsburgh, Pennsylvania, 1928-1987","Joseph Beuys, 1980/83",40.0,31.89,,"Image: 40 × 31 7/8 inches (101.6 × 81 cm)
Sheet: 40 1/8 × 32 inches (101.9 × 81.3 cm)"
2013.10.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 41B",Screen, 41B,"Gary Simmons
Born in New York, New York, 1964","High Life, 2013",49.13,42.52,,"49 1/8 x 42 1/2 inches (124.8 x 108 cm)
Frame: 56 1/4 x 50 1/2 inches (142.9 x 128.3 cm)"
2013.13.1.D,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 04B",Screen, 04B,"Deborah Grant
Born in Toronto, Canada, 1968","In the Land of the Blind the Blue Eye Man is King from the series By the Skin of Our Teeth, 2007",72.01,35.98,2.01,Overall (Individual Panel Dimensions): 72 × 36 × 2 inches (182.9 × 91.4 × 5.1 cm)
2013.13.1.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 04A",Screen, 04A,"Deborah Grant
Born in Toronto, Canada, 1968","In the Land of the Blind the Blue Eye Man is King from the series By the Skin of Our Teeth, 2007",72.01,35.98,2.01,Overall (Individual Panel Dimensions): 72 × 36 × 2 inches (182.9 × 91.4 × 5.1 cm)
2013.13.1.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 04A",Screen, 04A,"Deborah Grant
Born in Toronto, Canada, 1968","In the Land of the Blind the Blue Eye Man is King from the series By the Skin of Our Teeth, 2007",72.01,35.98,2.01,Overall (Individual Panel Dimensions): 72 × 36 × 2 inches (182.9 × 91.4 × 5.1 cm)
2013.13.1.C,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 04A",Screen, 04A,"Deborah Grant
Born in Toronto, Canada, 1968","In the Land of the Blind the Blue Eye Man is King from the series By the Skin of Our Teeth, 2007",72.01,35.98,2.01,Overall (Individual Panel Dimensions): 72 × 36 × 2 inches (182.9 × 91.4 × 5.1 cm)
2013.13.1.E,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 05A",Screen, 05A,"Deborah Grant
Born in Toronto, Canada, 1968","In the Land of the Blind the Blue Eye Man is King from the series By the Skin of Our Teeth, 2007",72.01,35.98,2.01,Overall (Individual Panel Dimensions): 72 × 36 × 2 inches (182.9 × 91.4 × 5.1 cm)
2013.16.1,"Nasher Museum Building, Nasher Painting Storage Room",,,Orit Raff,"Untitled from the series White, 1997–1999",47.01,37.01,,Frame: 47 x 37 inches (119.4 x 94 cm)
2013.17.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48B",Screen, 48B,Susan Harbage Page,"Recurrence, Venice, Italy, 2002",18.5,17.52,,"Frame: 18 1/2 x 17 1/2 inches (47 x 44.5 cm)
Image: 8 3/4 × 10 7/8 inches (22.2 × 27.6 cm)"
2013.17.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48B",Screen, 48B,Susan Harbage Page,"Involuntary Memory III, Provence, France, 2002",17.52,18.74,,"Frame: 17 1/2 x 18 3/4 inches (44.5 x 47.6 cm)
Sight: 10 x 12 inches (25.4 x 30.5 cm)"
2013.20.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60B",Screen, 60B,"David Salle
Born in Norman, Oklahoma, 1952","The Monotonous Language, 1981",72.01,95.98,,"72 x 96 inches (182.9 x 243.8 cm)
Each panel: 72 x 48 inches (182.9 x 121.9 cm)"
2013.20.1.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 42B",Screen, 42B,"David Salle
Born in Norman, Oklahoma, 1952","The Monotonous Language, 1981",72.01,47.99,,Overall (Individual Panel Dimension): 72 × 48 inches (182.9 × 121.9 cm)
2013.20.1.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 42B",Screen, 42B,"David Salle
Born in Norman, Oklahoma, 1952","The Monotonous Language, 1981",72.01,47.99,,Overall (Individual Panel Dimension): 72 × 48 inches (182.9 × 121.9 cm)
2014.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61B",Screen, 61B,"Hassan Hajjaj
Born in Larache, Morocco, 1961","Nisrin, 2010/1431",53.5,36.77,,53 1/2 × 36 3/4 inches (135.9 × 93.4 cm)
2014.2.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 02B",Screen, 02B,Silvia Heyden,"Translucent, 2011",47.99,42.99,,48 × 43 inches (121.9 × 109.2 cm)
2014.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46A",Screen, 46A,"Carrie Mae Weems
Born in Portland, Oregon, 1953","I Looked and Looked to See What so Terrified You from the Louisiana Project, 2003",35.75,23.74,,"Each image/sheet: 35 3/4 × 23 3/4 inches (90.8 × 60.3 cm)
Each frame: 36 7/16 × 24 7/16 × 1 5/8 inches (92.6 × 62.1 × 4.1 cm)"
2014.3.1.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46A",Screen, 46A,"Carrie Mae Weems
Born in Portland, Oregon, 1953","I Looked and Looked to See What so Terrified You from the Louisiana Project, 2003",35.75,23.74,,"Each image/sheet: 35 3/4 × 23 3/4 inches (90.8 × 60.3 cm)
Each frame: 36 7/16 × 24 7/16 × 1 5/8 inches (92.6 × 62.1 × 4.1 cm)"
2014.3.1.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46A",Screen, 46A,"Carrie Mae Weems
Born in Portland, Oregon, 1953","I Looked and Looked to See What so Terrified You from the Louisiana Project, 2003",35.75,23.74,,"Each image/sheet: 35 3/4 × 23 3/4 inches (90.8 × 60.3 cm)
Each frame: 36 7/16 × 24 7/16 × 1 5/8 inches (92.6 × 62.1 × 4.1 cm)"
2014.4.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Charles Gaines
Born in Charleston, South Carolina, 1944","Faces: Women, Face #2, Janay Montgomery, 1978",19.88,15.87,,".A (photograph): 19 7/8 × 15 7/8 inches (50.5 × 40.3 cm)
.B (drawing): 22 × 18 inches (55.9 × 45.7 cm)
.C (drawing): 22 × 18 inches (55.9 × 45.7 cm)
Frame (Each frame): 23 1/2 × 19 1/2 inches (59.7 × 49.5 cm)"
2014.4.1.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Charles Gaines
Born in Charleston, South Carolina, 1944","Faces: Women, Face #2, Janay Montgomery, 1978",19.88,15.87,,".A (photograph): 19 7/8 × 15 7/8 inches (50.5 × 40.3 cm)
.B (drawing): 22 × 18 inches (55.9 × 45.7 cm)
.C (drawing): 22 × 18 inches (55.9 × 45.7 cm)
Frame (Each frame): 23 1/2 × 19 1/2 inches (59.7 × 49.5 cm)"
2014.4.1.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Charles Gaines
Born in Charleston, South Carolina, 1944","Faces: Women, Face #2, Janay Montgomery, 1978",19.88,15.87,,".A (photograph): 19 7/8 × 15 7/8 inches (50.5 × 40.3 cm)
.B (drawing): 22 × 18 inches (55.9 × 45.7 cm)
.C (drawing): 22 × 18 inches (55.9 × 45.7 cm)
Frame (Each frame): 23 1/2 × 19 1/2 inches (59.7 × 49.5 cm)"
2014.4.1.C,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Charles Gaines
Born in Charleston, South Carolina, 1944","Faces: Women, Face #2, Janay Montgomery, 1978",19.88,15.87,,".A (photograph): 19 7/8 × 15 7/8 inches (50.5 × 40.3 cm)
.B (drawing): 22 × 18 inches (55.9 × 45.7 cm)
.C (drawing): 22 × 18 inches (55.9 × 45.7 cm)
Frame (Each frame): 23 1/2 × 19 1/2 inches (59.7 × 49.5 cm)"
